pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,survived,prediction_label,prediction_score
1,female,30.0,0,0,56.9292,C,First,woman,False,E,Cherbourg,yes,True,1,1,0.9911
1,female,24.0,0,0,83.1583,C,First,woman,False,C,Cherbourg,yes,True,1,1,0.9671
1,female,18.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,1,1,0.9614
2,female,26.0,1,1,26.0,S,Second,woman,False,,Southampton,no,False,0,1,0.6454
3,male,28.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0,0,0.9443
2,male,43.0,1,1,26.25,S,Second,man,True,,Southampton,no,False,0,0,0.9438
3,female,26.0,0,0,7.8542,S,Third,woman,False,,Southampton,yes,True,1,1,0.6675
2,female,24.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,1,1,0.8758
2,male,54.0,0,0,14.0,S,Second,man,True,,Southampton,no,True,0,0,0.9415
1,female,31.0,0,2,164.8667,S,First,woman,False,C,Southampton,yes,False,1,1,0.9517
1,female,40.0,1,1,134.5,C,First,woman,False,E,Cherbourg,yes,False,1,1,0.9866
3,male,22.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,0,0,0.927
3,male,27.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0,0,0.9175
2,female,30.0,0,0,12.35,Q,Second,woman,False,,Queenstown,yes,True,1,1,0.8858
2,female,22.0,1,1,29.0,S,Second,woman,False,,Southampton,yes,False,1,1,0.8902
3,male,,8,2,69.55,S,Third,man,True,,Southampton,no,False,0,0,0.9813
1,female,36.0,0,0,135.6333,C,First,woman,False,C,Cherbourg,yes,True,1,1,0.9708
3,male,61.0,0,0,6.2375,S,Third,man,True,,Southampton,no,True,0,0,0.9753
2,female,36.0,0,0,13.0,S,Second,woman,False,D,Southampton,yes,True,1,1,0.9422
3,female,31.0,1,1,20.525,S,Third,woman,False,,Southampton,yes,False,1,1,0.5975
1,female,16.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,1,1,0.9838
3,female,,2,0,23.25,Q,Third,woman,False,,Queenstown,yes,False,1,1,0.7224
1,male,45.5,0,0,28.5,S,First,man,True,C,Southampton,no,True,0,0,0.8386
1,male,38.0,0,1,153.4625,S,First,man,True,C,Southampton,no,False,0,0,0.7863
3,male,16.0,2,0,18.0,S,Third,man,True,,Southampton,no,False,0,0,0.949
1,female,,1,0,133.65,S,First,woman,False,,Southampton,yes,False,1,1,0.9589
3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0,0,0.9443
1,male,29.0,1,0,66.6,S,First,man,True,C,Southampton,no,False,0,0,0.8086
1,female,41.0,0,0,134.5,C,First,woman,False,E,Cherbourg,yes,True,1,1,0.9893
3,male,45.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,1,0,0.8269
1,male,45.0,0,0,35.5,S,First,man,True,,Southampton,no,True,0,0,0.7961
2,male,2.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False,1,1,0.9277
1,female,24.0,3,2,263.0,S,First,woman,False,C,Southampton,yes,False,1,1,0.8351
2,male,28.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0,0,0.835
2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0,0,0.9028
2,male,36.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0,0,0.9085
2,female,24.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,1,1,0.8821
2,female,40.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,1,1,0.7941
3,female,,1,0,16.1,S,Third,woman,False,,Southampton,yes,False,1,1,0.6436
3,male,3.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False,1,1,0.8262
3,male,42.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,0,0,0.9169
3,male,23.0,0,0,9.225,S,Third,man,True,,Southampton,no,True,0,0,0.9415
1,male,,0,0,35.0,S,First,man,True,C,Southampton,no,True,0,0,0.6753
3,male,15.0,1,1,7.2292,C,Third,child,False,,Cherbourg,no,False,0,1,0.5368
3,male,25.0,1,0,17.8,S,Third,man,True,,Southampton,no,False,0,0,0.9313
3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,0,0,0.8885
3,male,28.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,0,0,0.8982
1,female,22.0,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,1,1,0.9888
2,female,38.0,0,0,13.0,S,Second,woman,False,,Southampton,no,True,0,1,0.7172
3,female,,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True,1,1,0.7784
3,female,,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True,1,1,0.7784
3,male,40.0,1,4,27.9,S,Third,man,True,,Southampton,no,False,0,0,0.9372
2,male,29.0,1,0,27.7208,C,Second,man,True,,Cherbourg,no,False,0,0,0.7492
3,female,45.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False,0,0,0.7141
3,male,35.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,0,0,0.9608
3,male,,1,0,15.5,Q,Third,man,True,,Queenstown,no,False,0,0,0.8805
3,male,30.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,0,0,0.9506
1,female,60.0,1,0,75.25,C,First,woman,False,D,Cherbourg,yes,False,1,1,0.967
3,female,,0,0,7.2292,C,Third,woman,False,,Cherbourg,yes,True,1,1,0.7591
3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,1,1,0.7365
1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,1,1,0.9794
1,male,25.0,1,0,55.4417,C,First,man,True,E,Cherbourg,yes,False,1,1,0.8499
3,male,18.0,1,0,6.4958,S,Third,man,True,,Southampton,no,False,0,0,0.9344
3,male,19.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0,0,0.7569
1,male,22.0,0,0,135.6333,C,First,man,True,,Cherbourg,no,True,0,0,0.737
3,female,3.0,3,1,21.075,S,Third,child,False,,Southampton,no,False,0,0,0.6959
1,female,,1,0,82.1708,C,First,woman,False,,Cherbourg,yes,False,1,1,0.9666
3,female,22.0,0,0,7.25,S,Third,woman,False,,Southampton,yes,True,1,1,0.7259
1,male,27.0,0,2,211.5,C,First,man,True,C,Cherbourg,no,False,0,0,0.742
3,male,20.0,0,0,4.0125,C,Third,man,True,,Cherbourg,no,True,0,0,0.8815
3,male,19.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,0,0,0.9243
1,female,42.0,0,0,227.525,C,First,woman,False,,Cherbourg,yes,True,1,1,0.9604
3,female,1.0,0,2,15.7417,C,Third,child,False,,Cherbourg,yes,False,1,1,0.8972
3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,0,0,0.7434
1,female,35.0,1,0,52.0,S,First,woman,False,,Southampton,yes,False,1,1,0.9427
3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0,0,0.9443
2,male,18.0,0,0,73.5,S,Second,man,True,,Southampton,no,True,0,0,0.8609
3,male,1.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,0,0,0.9336
2,female,36.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,1,1,0.8731
3,male,,0,0,7.7292,Q,Third,man,True,,Queenstown,no,True,0,0,0.9266
2,female,17.0,0,0,12.0,C,Second,woman,False,,Cherbourg,yes,True,1,1,0.9226
1,male,36.0,1,2,120.0,S,First,man,True,B,Southampton,yes,False,1,1,0.6069
3,male,21.0,0,0,7.7958,S,Third,man,True,,Southampton,yes,True,1,0,0.8435
3,male,28.0,2,0,7.925,S,Third,man,True,,Southampton,no,False,0,0,0.9234
1,female,23.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,1,1,0.9877
3,female,24.0,0,2,16.7,S,Third,woman,False,G,Southampton,yes,False,1,1,0.7714
3,male,22.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,0,0,0.9114
3,female,31.0,0,0,7.8542,S,Third,woman,False,,Southampton,no,True,0,0,0.5009
2,male,46.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,0,0,0.9301
2,male,23.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,0,0,0.9101
2,female,28.0,0,0,12.65,S,Second,woman,False,,Southampton,yes,True,1,1,0.8915
3,male,39.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,1,0,0.8109
3,male,26.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0,0,0.9033
3,female,21.0,1,0,9.825,S,Third,woman,False,,Southampton,no,False,0,0,0.6088
3,male,28.0,1,0,15.85,S,Third,man,True,,Southampton,no,False,0,0,0.9319
3,female,20.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True,0,0,0.5953
2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,0,0,0.9038
3,male,51.0,0,0,7.75,S,Third,man,True,,Southampton,no,True,0,0,0.9596
2,male,3.0,1,1,18.75,S,Second,child,False,,Southampton,yes,False,1,1,0.9146
3,male,21.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,0,0,0.9066
3,female,,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,0,0,0.8811
3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0,0,0.9443
3,male,,0,0,6.8583,Q,Third,man,True,,Queenstown,no,True,0,0,0.9496
1,female,33.0,1,0,90.0,Q,First,woman,False,C,Queenstown,yes,False,1,1,0.9647
2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,0,0,0.9209
3,male,44.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,1,0,0.7092
3,female,,0,0,8.05,S,Third,woman,False,,Southampton,no,True,0,0,0.6005
2,female,34.0,1,1,32.5,S,Second,woman,False,,Southampton,yes,False,1,1,0.8849
2,female,18.0,0,2,13.0,S,Second,woman,False,,Southampton,yes,False,1,1,0.8902
2,male,30.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0,0,0.8475
3,female,10.0,0,2,24.15,S,Third,child,False,,Southampton,no,False,0,0,0.6776
3,male,,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,0,0,0.8776
3,male,21.0,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True,0,0,0.9083
3,male,29.0,0,0,7.875,S,Third,man,True,,Southampton,no,True,0,0,0.9096
3,female,28.0,1,1,14.4,S,Third,woman,False,,Southampton,no,False,0,0,0.6907
3,male,18.0,1,1,20.2125,S,Third,man,True,,Southampton,no,False,0,0,0.9389
3,male,,0,0,7.25,S,Third,man,True,,Southampton,no,True,0,0,0.9478
2,female,28.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,1,1,0.876
2,female,19.0,0,0,26.0,S,Second,woman,False,,Southampton,yes,True,1,1,0.9034
3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,0,0,0.8786
3,male,32.0,0,0,8.05,S,Third,man,True,E,Southampton,yes,True,1,1,0.5088
1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,1,0,0.5416
3,female,,1,0,16.1,S,Third,woman,False,,Southampton,yes,False,1,1,0.6436
2,female,42.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,1,1,0.8188
3,male,17.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,0,0,0.9329
1,male,50.0,1,0,55.9,S,First,man,True,E,Southampton,no,False,0,0,0.5726
1,female,14.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,1,1,0.953
3,female,21.0,2,2,34.375,S,Third,woman,False,,Southampton,no,False,0,0,0.7661
2,female,24.0,2,3,18.75,S,Second,woman,False,,Southampton,yes,False,1,1,0.7613
1,male,64.0,1,4,263.0,S,First,man,True,C,Southampton,no,False,0,0,0.9397
2,male,31.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,0,0,0.8347
2,female,45.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False,1,1,0.8064
3,male,20.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,0,0,0.935
3,male,25.0,1,0,7.775,S,Third,man,True,,Southampton,no,False,0,0,0.8403
2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,1,1,0.8892
3,male,,0,0,8.1125,S,Third,man,True,,Southampton,yes,True,1,0,0.8579
1,male,4.0,0,2,81.8583,S,First,child,False,A,Southampton,yes,False,1,1,0.9737
2,female,13.0,0,1,19.5,S,Second,child,False,,Southampton,yes,False,1,1,0.9066
1,male,34.0,0,0,26.55,S,First,man,True,,Southampton,yes,True,1,1,0.5396
3,female,5.0,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,1,1,0.8403
1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,1,0,0.5705
2,male,36.0,1,2,27.75,S,Second,man,True,,Southampton,no,False,0,0,0.902
3,male,,1,0,19.9667,S,Third,man,True,,Southampton,no,False,0,0,0.9365
1,male,30.0,0,0,27.75,C,First,man,True,C,Cherbourg,no,True,0,0,0.7808
1,male,49.0,1,0,89.1042,C,First,man,True,C,Cherbourg,yes,False,1,1,0.5165
3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,0,0,0.9306
3,male,29.0,0,0,7.8958,C,Third,man,True,,Cherbourg,yes,True,1,0,0.6587
1,male,65.0,0,0,26.55,S,First,man,True,E,Southampton,no,True,0,0,0.7168
1,female,,1,0,51.8625,S,First,woman,False,D,Southampton,yes,False,1,1,0.9703
2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,1,1,0.7897
3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,0,0,0.8786
1,male,48.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,1,1,0.6205
3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0,0,0.9302
1,male,47.0,0,0,38.5,S,First,man,True,E,Southampton,no,True,0,0,0.744
2,male,48.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0,0,0.8689
3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,0,0,0.9306
3,male,38.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,0,0,0.9669
2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,0,0,0.9209
1,male,56.0,0,0,26.55,S,First,man,True,,Southampton,no,True,0,0,0.822
3,male,,0,0,7.725,Q,Third,man,True,,Queenstown,no,True,0,0,0.9266
3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,1,1,0.8241
3,male,,0,0,7.25,S,Third,man,True,,Southampton,no,True,0,0,0.9478
3,male,38.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,0,0,0.9468
2,female,33.0,1,2,27.75,S,Second,woman,False,,Southampton,yes,False,1,1,0.8522
2,female,23.0,0,0,13.7917,C,Second,woman,False,D,Cherbourg,yes,True,1,1,0.9574
3,female,22.0,0,0,9.8375,S,Third,woman,False,,Southampton,no,True,0,0,0.6068
1,male,,0,0,52.0,S,First,man,True,A,Southampton,no,True,0,0,0.713
2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,0,0,0.9038
3,male,29.0,1,0,7.0458,S,Third,man,True,,Southampton,no,False,0,0,0.9557
3,male,22.0,0,0,7.5208,S,Third,man,True,,Southampton,no,True,0,0,0.9289
3,female,2.0,0,1,12.2875,S,Third,child,False,,Southampton,yes,False,1,1,0.8368
3,male,9.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,0,0,0.9536
2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,0,0,0.9209
3,male,50.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0,0,0.9228
3,female,63.0,0,0,9.5875,S,Third,woman,False,,Southampton,yes,True,1,1,0.558
1,male,25.0,1,0,91.0792,C,First,man,True,B,Cherbourg,yes,False,1,1,0.7468
3,female,,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,0,0,0.8811
1,female,35.0,1,0,90.0,S,First,woman,False,C,Southampton,yes,False,1,1,0.9564
1,male,58.0,0,0,29.7,C,First,man,True,B,Cherbourg,no,True,0,0,0.7977
3,male,30.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0,0,0.9235
3,male,9.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False,1,1,0.6524
3,male,,1,0,19.9667,S,Third,man,True,,Southampton,no,False,0,0,0.9365
3,male,21.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,0,0,0.9248
1,male,55.0,0,0,30.5,S,First,man,True,C,Southampton,no,True,0,0,0.7269
1,male,71.0,0,0,49.5042,C,First,man,True,,Cherbourg,no,True,0,0,0.8962
3,male,21.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0,0,0.9255
3,male,,0,0,14.4583,C,Third,man,True,,Cherbourg,no,True,0,0,0.8892
1,female,54.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,1,1,0.9693
3,male,,0,0,15.1,S,Third,man,True,,Southampton,no,True,0,0,0.9334
1,female,25.0,1,2,151.55,S,First,woman,False,C,Southampton,no,False,0,1,0.6414
3,male,24.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,0,0,0.9156
3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,0,0,0.9193
3,female,21.0,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,0,1,0.6915
3,female,,0,0,7.6292,Q,Third,woman,False,,Queenstown,no,True,0,1,0.5927
3,female,37.0,0,0,9.5875,S,Third,woman,False,,Southampton,no,True,0,0,0.6146
1,female,16.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,1,1,0.9762
1,male,18.0,1,0,108.9,C,First,man,True,C,Cherbourg,no,False,0,0,0.6579
2,female,33.0,0,2,26.0,S,Second,woman,False,,Southampton,yes,False,1,1,0.8922
1,male,,0,0,26.55,S,First,man,True,,Southampton,yes,True,1,0,0.5416
3,male,28.0,0,0,22.525,S,Third,man,True,,Southampton,no,True,0,0,0.9253
3,male,26.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,1,0,0.5276
3,male,29.0,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True,1,0,0.7673
3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,0,0,0.9306
1,male,36.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,1,1,0.8046
1,female,54.0,1,0,59.4,C,First,woman,False,,Cherbourg,yes,False,1,1,0.9413
3,male,24.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,0,0,0.9307
1,male,47.0,0,0,34.0208,S,First,man,True,D,Southampton,no,True,0,0,0.723
2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,1,1,0.9184
3,male,,0,0,24.15,Q,Third,man,True,,Queenstown,no,True,0,0,0.8754
2,female,36.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,1,1,0.8856
3,male,32.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0,0,0.8937
1,female,30.0,0,0,93.5,S,First,woman,False,B,Southampton,yes,True,1,1,0.9753
3,male,22.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0,0,0.943
3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,0,0,0.8885
1,female,44.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,1,1,0.9723
3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,0,0,0.8871
3,male,40.5,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,0,0,0.9526
2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,1,1,0.7897
1,male,,0,0,221.7792,S,First,man,True,C,Southampton,no,True,0,0,0.7796
3,male,39.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,0,0,0.8109
2,male,23.0,2,1,11.5,S,Second,man,True,,Southampton,no,False,0,0,0.946
2,female,2.0,1,1,26.0,S,Second,child,False,,Southampton,yes,False,1,1,0.8967
3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,0,0,0.8871
3,male,17.0,1,1,7.2292,C,Third,man,True,,Cherbourg,no,False,0,0,0.8776
3,female,,0,2,22.3583,C,Third,woman,False,,Cherbourg,yes,False,1,1,0.7077
3,female,30.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True,0,0,0.5607
2,female,7.0,0,2,26.25,S,Second,child,False,,Southampton,yes,False,1,1,0.9208
1,male,45.0,0,0,26.55,S,First,man,True,B,Southampton,no,True,0,0,0.6225
1,female,30.0,0,0,106.425,C,First,woman,False,,Cherbourg,yes,True,1,1,0.9722
3,male,,0,0,14.5,S,Third,man,True,,Southampton,no,True,0,0,0.9397
1,female,22.0,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False,1,1,0.9734
1,female,36.0,0,2,71.0,S,First,woman,False,B,Southampton,yes,False,1,1,0.9657
3,female,9.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,0,0,0.9221
3,female,11.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,0,0,0.9247
2,male,32.0,1,0,26.0,S,Second,man,True,,Southampton,yes,False,1,0,0.7459
1,male,50.0,1,0,106.425,C,First,man,True,C,Cherbourg,no,False,0,0,0.6783
1,male,64.0,0,0,26.0,S,First,man,True,,Southampton,no,True,0,0,0.9237
2,female,19.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,1,1,0.8927
2,male,,0,0,13.8625,C,Second,man,True,,Cherbourg,yes,True,1,0,0.6537
3,male,33.0,1,1,20.525,S,Third,man,True,,Southampton,no,False,0,0,0.9296
2,male,8.0,1,1,36.75,S,Second,child,False,,Southampton,yes,False,1,1,0.8941
1,male,17.0,0,2,110.8833,C,First,man,True,C,Cherbourg,yes,False,1,0,0.5028
2,male,27.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,0,0,0.8597
3,male,,0,0,7.8292,Q,Third,man,True,,Queenstown,no,True,0,0,0.8906
3,male,22.0,0,0,7.225,C,Third,man,True,,Cherbourg,yes,True,1,0,0.6829
3,female,22.0,0,0,7.775,S,Third,woman,False,,Southampton,yes,True,1,1,0.6394
1,male,62.0,0,0,26.55,S,First,man,True,,Southampton,no,True,0,0,0.8129
1,female,48.0,1,0,39.6,C,First,woman,False,A,Cherbourg,yes,False,1,1,0.9669
1,male,,0,0,227.525,C,First,man,True,,Cherbourg,no,True,0,0,0.7349
1,female,39.0,1,1,79.65,S,First,woman,False,E,Southampton,yes,False,1,1,0.9778
3,female,36.0,1,0,17.4,S,Third,woman,False,,Southampton,yes,False,1,1,0.6755
3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,0,0,0.8786
3,male,40.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0,0,0.9409
2,male,28.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,0,0,0.8715
3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,0,0,0.9306
3,female,,0,0,8.05,S,Third,woman,False,,Southampton,no,True,0,0,0.6005
3,male,24.0,2,0,24.15,S,Third,man,True,,Southampton,no,False,0,0,0.9524
3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0,0,0.9324
3,female,29.0,0,4,21.075,S,Third,woman,False,,Southampton,no,False,0,0,0.6463
3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,0,0,0.8871
3,male,32.0,0,0,7.8542,S,Third,man,True,,Southampton,yes,True,1,0,0.793
2,male,62.0,0,0,10.5,S,Second,man,True,,Southampton,yes,True,1,0,0.8534
1,female,53.0,2,0,51.4792,S,First,woman,False,C,Southampton,yes,False,1,1,0.8861
1,male,36.0,0,0,26.3875,S,First,man,True,E,Southampton,yes,True,1,1,0.8046
3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,1,1,0.7365
3,male,16.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0,0,0.7857
3,male,19.0,0,0,14.5,S,Third,man,True,,Southampton,no,True,0,0,0.9429
2,female,34.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,1,1,0.8865
1,female,39.0,1,0,55.9,S,First,woman,False,E,Southampton,yes,False,1,1,0.9805
3,female,,1,0,14.4583,C,Third,woman,False,,Cherbourg,no,False,0,0,0.5763
3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,1,0,0.7434
2,female,25.0,1,1,30.0,S,Second,woman,False,,Southampton,yes,False,1,1,0.8521
1,female,39.0,1,1,110.8833,C,First,woman,False,C,Cherbourg,yes,False,1,1,0.9556
2,male,54.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,0,0,0.9346
1,male,36.0,0,0,40.125,C,First,man,True,A,Cherbourg,no,True,0,0,0.6182
3,male,,0,0,8.7125,C,Third,man,True,,Cherbourg,no,True,0,0,0.8543
1,female,18.0,0,2,79.65,S,First,woman,False,E,Southampton,yes,False,1,1,0.9852
2,male,47.0,0,0,15.0,S,Second,man,True,,Southampton,no,True,0,0,0.9399
1,male,60.0,1,1,79.2,C,First,man,True,B,Cherbourg,yes,False,1,0,0.6669
3,male,22.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0,0,0.936
3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,0,0,0.9306
3,male,35.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,0,0,0.9608
1,female,52.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,1,1,0.9722
3,male,47.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,0,0,0.9626
3,female,,0,2,7.75,Q,Third,woman,False,,Queenstown,no,False,0,1,0.5897
2,male,37.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,0,0,0.9194
3,male,36.0,1,1,24.15,S,Third,man,True,,Southampton,no,False,0,0,0.945
2,female,,0,0,33.0,S,Second,woman,False,,Southampton,yes,True,1,1,0.9165
3,male,49.0,0,0,0.0,S,Third,man,True,,Southampton,no,True,0,0,0.9662
3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,0,0,0.8885
1,male,49.0,1,0,56.9292,C,First,man,True,A,Cherbourg,yes,False,1,1,0.6945
2,female,24.0,2,1,27.0,S,Second,woman,False,,Southampton,yes,False,1,1,0.8289
3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0,0,0.9443
1,male,,0,0,42.4,S,First,man,True,,Southampton,no,True,0,0,0.8234
3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0,0,0.8861
1,male,35.0,0,0,26.55,C,First,man,True,,Cherbourg,yes,True,1,0,0.5393
3,male,36.0,1,0,15.55,S,Third,man,True,,Southampton,no,False,0,0,0.9372
3,male,30.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0,0,0.936
1,male,27.0,0,0,30.5,S,First,man,True,,Southampton,yes,True,1,1,0.5708
2,female,22.0,1,2,41.5792,C,Second,woman,False,,Cherbourg,yes,False,1,1,0.9002
1,female,40.0,0,0,153.4625,S,First,woman,False,C,Southampton,yes,True,1,1,0.9499
3,female,39.0,1,5,31.275,S,Third,woman,False,,Southampton,no,False,0,0,0.8646
3,male,,0,0,7.05,S,Third,man,True,,Southampton,no,True,0,0,0.9538
3,female,,1,0,15.5,Q,Third,woman,False,,Queenstown,yes,False,1,1,0.7644
3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,0,0,0.8786
3,male,35.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0,0,0.9313
2,female,24.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False,1,1,0.8695
3,male,34.0,1,1,14.4,S,Third,man,True,,Southampton,no,False,0,0,0.9545
3,female,26.0,1,0,16.1,S,Third,woman,False,,Southampton,no,False,0,1,0.521
2,female,4.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,1,1,0.9439
